G_COUNTYFP,COUNTYFP,cntT,cntTimeDrive,avTimeDrive,pctTimeDrive
G17197,17197,152,148,11.3976315789474,0.97
G17199,17199,15,15,9.06333333333333,1
G17201,17201,77,77,6.19168831168831,1
G17203,17203,9,4,31.8977777777778,0.44
G18001,18001,7,6,26.0514285714286,0.86
G18003,18003,96,95,11.7461458333333,0.99
G18005,18005,15,15,17.864,1
G18007,18007,3,0,41.7066666666667,0
G18009,18009,4,2,29.4725,0.5
G18011,18011,10,10,13.633,1
G18013,18013,4,1,35.8775,0.25
G18015,18015,7,7,9.81285714285714,1
G18017,18017,11,11,10.1209090909091,1
G18019,18019,26,24,12.0607692307692,0.92
G18021,18021,6,5,25.375,0.83
G18023,18023,8,7,18.39375,0.88
G18025,18025,3,2,10.58,0.67
G18027,18027,7,2,35.8128571428571,0.29
G18029,18029,10,6,31.891,0.6
G18031,18031,6,2,30.4633333333333,0.33
G18033,18033,9,2,34.1688888888889,0.22
G18035,18035,30,30,5.824,1
G18037,18037,7,1,42.97,0.14
G18039,18039,36,36,8.53944444444444,1
G18041,18041,7,7,9.86571428571429,1
G18043,18043,20,20,9.612,1
G18045,18045,5,2,34.678,0.4
G18047,18047,5,1,37.268,0.2
G18049,18049,6,0,41.965,0
G18051,18051,7,7,9.73142857142857,1
G18053,18053,16,16,9.98875,1
G18055,18055,9,9,16.9522222222222,1
G18057,18057,39,39,10.2925641025641,1
G18059,18059,10,10,12.361,1
G18061,18061,6,5,17.9883333333333,0.83
G18063,18063,21,19,19.0547619047619,0.9
G18065,18065,13,13,10.1530769230769,1
G18067,18067,20,20,9.1455,1
G18069,18069,9,1,35.3955555555556,0.11
G18071,18071,10,10,10.275,1
G18073,18073,8,5,27.95,0.62
G18075,18075,7,7,11.6171428571429,1
G18077,18077,7,1,38.2114285714286,0.14
G18079,18079,6,2,31.2933333333333,0.33
G18081,18081,22,22,7.84045454545455,1
G18083,18083,10,9,13.301,0.9
G18085,18085,19,2,41.9615789473684,0.11
G18087,18087,8,0,39.495,0
G18089,18089,118,118,6.67059322033898,1
G18091,18091,29,29,9.77275862068966,1
G18093,18093,10,1,37.951,0.1
G18095,18095,37,37,7.14189189189189,1
G18097,18097,224,224,4.61241071428571,1
G18099,18099,12,9,26.8325,0.75
G18101,18101,3,1,40.3333333333333,0.33
G18103,18103,10,10,11.863,1
G18105,18105,31,31,10.5983870967742,1
G18107,18107,9,9,12.09,1
G18109,18109,13,8,29.7192307692308,0.62
G18111,18111,4,1,37.9,0.25
G18113,18113,10,1,41.071,0.1
G18115,18115,2,0,53.3,0
G18117,18117,6,6,14.9233333333333,1
G18119,18119,5,4,20.536,0.8
G18121,18121,4,4,10.865,1
G18123,18123,5,1,38.982,0.2
G18125,18125,4,0,39.93,0
G18127,18127,33,33,9.20818181818182,1
G18129,18129,7,5,27.7885714285714,0.71
G18131,18131,4,2,31.4325,0.5
G18133,18133,7,6,15.7271428571429,0.86
G18135,18135,8,4,29.0625,0.5
G18137,18137,6,0,52.4783333333333,0
G18139,18139,5,4,14.828,0.8
G18141,18141,75,75,7.04306666666667,1
G18143,18143,5,5,9.738,1
G18145,18145,10,10,8.773,1
G18147,18147,5,2,34.654,0.4
G18149,18149,7,7,12.5814285714286,1
G18151,18151,9,0,53.1355555555556,0
G18153,18153,5,2,29.114,0.4
G18155,18155,3,1,37.97,0.33
G18157,18157,37,37,8.24513513513513,1
G18159,18159,4,4,9.7725,1
G18161,18161,2,2,9.73,1
G18163,18163,49,49,6.75632653061225,1
G18165,18165,5,5,9.776,1
G18167,18167,28,28,7.70178571428571,1
G18169,18169,8,5,31.05625,0.62
G18171,18171,2,1,40.15,0.5
G18173,18173,11,9,23.6881818181818,0.82
G18175,18175,6,5,20.3716666666667,0.83
G18177,18177,17,17,10.1164705882353,1
G18179,18179,7,7,11.8871428571429,1
G18181,18181,8,8,17.7725,1
G18183,18183,7,2,34.25,0.29
G19001,19001,3,0,70.7,0
G19003,19003,2,0,76.75,0
G19005,19005,5,0,71.234,0
G19007,19007,5,5,12.378,1
G19009,19009,3,0,88.8466666666667,0
G19011,19011,7,5,23.8757142857143,0.71
G19013,19013,38,38,8.90947368421053,1
G19015,19015,7,5,26.9114285714286,0.71
G19017,19017,8,5,28.5875,0.62
G19019,19019,6,1,39.2766666666667,0.17
G19021,19021,6,4,18.1733333333333,0.67
G19023,19023,5,4,21.1,0.8
G19025,19025,4,1,43.4375,0.25
G19027,19027,6,0,88.7066666666667,0
G19029,19029,5,0,76.442,0
G19031,19031,5,3,33.074,0.6
G19033,19033,11,10,11.4827272727273,0.91
G19035,19035,4,0,41.93,0
G19037,19037,4,0,48.9725,0
G19039,19039,3,3,9.38,1
G19041,19041,4,0,62.415,0
G19043,19043,6,0,76.4016666666667,0
G19045,19045,12,10,14.835,0.83
G19047,19047,5,0,85.268,0
G19049,19049,15,9,27.386,0.6
G19051,19051,2,0,38.98,0
G19053,19053,3,3,0.736666666666667,1
G19055,19055,4,0,58.2825,0
G19057,19057,11,11,10.4581818181818,1
G19059,19059,5,0,54.17,0
G19061,19061,26,24,10.3765384615385,0.92
G19063,19063,4,0,79,0
G19065,19065,7,0,65.6671428571429,0
G19067,19067,5,1,34.562,0.2
G19069,19069,3,0,44.78,0
G19071,19071,3,0,48.59,0
G19073,19073,4,0,55.27,0
G19075,19075,4,1,35.5475,0.25
G19077,19077,3,0,70.7833333333333,0
G19079,19079,5,0,35.948,0
G19081,19081,4,0,46.9725,0
G19083,19083,6,0,61.3266666666667,0
G19085,19085,5,1,49.652,0.2
G19087,19087,5,1,31.082,0.2
G19089,19089,3,0,84.96,0
G19091,19091,4,2,35.8825,0.5
G19093,19093,3,0,53.0733333333333,0
G19095,19095,4,0,48.055,0
G19097,19097,6,0,40.9983333333333,0
G19099,19099,9,0,38.7133333333333,0
G19101,19101,4,4,4.5425,1
G19103,19103,24,24,11.67,1
G19105,19105,5,4,17.336,0.8
G19107,19107,4,3,14.1,0.75
G19109,19109,6,0,73.8066666666667,0
G19111,19111,11,9,18.0654545454545,0.82
G19113,19113,45,44,10.1348888888889,0.98
G19115,19115,3,2,16.9666666666667,0.67
G19117,19117,4,4,7.41,1
G19119,19119,3,0,45.6166666666667,0
G19121,19121,3,0,46.5266666666667,0
G19123,19123,7,6,11.0114285714286,0.86
G19125,19125,8,2,34.555,0.25
G19127,19127,10,10,11.902,1
G19129,19129,5,3,26.942,0.6
G19131,19131,3,0,54.6266666666667,0
G19133,19133,4,0,58.67,0
G19135,19135,3,3,8.68,1
G19137,19137,4,0,69.335,0
G19139,19139,10,10,10.992,1
G19141,19141,4,0,52.2125,0
G19143,19143,2,1,33.305,0.5
G19145,19145,6,0,59.5266666666667,0
G19147,19147,4,0,83.7175,0
G19149,19149,6,2,36.1566666666667,0.33
G19151,19151,3,0,59.1266666666667,0
G19153,19153,98,98,7.76316326530612,1
G19155,19155,30,27,12.419,0.9
G19157,19157,5,0,51.57,0
G19159,19159,2,2,11.925,1
G19161,19161,4,1,43.32,0.25
G19163,19163,47,46,8.27468085106383,0.98
G19165,19165,4,0,65.3325,0
G19167,19167,7,7,19.4214285714286,1
G19169,19169,20,18,15.1235,0.9
G19171,19171,6,2,34.065,0.33
G19173,19173,3,0,51.5966666666667,0
G19175,19175,4,0,49.6675,0
G19177,19177,2,1,35.62,0.5
G19179,19179,11,11,6.75,1
G19181,19181,12,10,23.2083333333333,0.83
G19183,19183,5,3,29.89,0.6
G19185,19185,3,3,13.8433333333333,1
G19187,19187,12,11,8.96583333333333,0.92
G19189,19189,3,0,58.6833333333333,0
G19191,19191,5,0,91.53,0
G19193,19193,26,23,15.8634615384615,0.88
G19195,19195,3,1,31.3933333333333,0.33
G19197,19197,5,0,56.79,0
G20001,20001,5,5,12.886,1
G20003,20003,2,0,37.77,0
G20005,20005,4,4,0.725,1
G20007,20007,2,0,70.91,0
G20009,20009,8,8,10.96,1
G20011,20011,5,3,17.632,0.6
G20013,20013,3,3,17.2133333333333,1
G20015,20015,13,7,31.3492307692308,0.54
G20017,20017,1,0,43.09,0
G20019,20019,1,1,28.63,1
G20021,20021,6,6,7.55666666666667,1
G20023,20023,1,0,132.1,0
G20025,20025,1,0,84.65,0
G20027,20027,2,0,49.42,0
G20029,20029,4,0,74.035,0
G20031,20031,3,0,50.8933333333333,0
G20033,20033,1,0,100.01,0
G20035,20035,11,11,14.2145454545455,1
G20037,20037,11,11,2.98727272727273,1
G20039,20039,2,0,59.785,0
G20041,20041,6,1,35.7316666666667,0.17
G20043,20043,3,3,4.88333333333333,1
G20045,20045,22,22,9.03272727272727,1
G20047,20047,2,0,39.24,0
G20049,20049,1,0,60.62,0
G20051,20051,6,6,12.0033333333333,1
G20053,20053,2,0,59.91,0
G20055,20055,12,12,2.76166666666667,1
G20057,20057,7,6,13.7057142857143,0.86
G20059,20059,5,5,8.598,1
G20061,20061,8,8,5.70125,1
G20063,20063,2,0,57.33,0
G20065,20065,2,0,42.825,0
G20067,20067,2,2,3.3,1
G20069,20069,2,0,35.77,0
G20071,20071,1,0,103.16,0
G20073,20073,3,2,23.13,0.67
G20075,20075,1,1,26.25,1
G20077,20077,3,0,71.94,0
G20079,20079,6,6,4.29,1
G20081,20081,1,0,48.68,0
G20083,20083,1,0,45.18,0
G20085,20085,3,0,46.28,0
G20087,20087,4,0,31.365,0
G20089,20089,2,0,144.99,0
G20091,20091,130,130,9.803,1
G20093,20093,1,0,31.13,0
G20095,20095,3,0,67.3433333333333,0
G20097,20097,1,0,69.51,0
G20099,20099,8,7,10.275,0.88
G20101,20101,1,0,86.3,0
G20103,20103,16,6,33.200625,0.38
G20105,20105,1,0,61.49,0
G20107,20107,2,1,20.28,0.5
G20109,20109,1,0,64.87,0
G20111,20111,8,8,9.65375,1
G20113,20113,7,7,14.6457142857143,1
G20115,20115,4,1,42.555,0.25
G20117,20117,4,0,69.8725,0
G20119,20119,2,0,55.675,0
G20121,20121,8,8,18.8575,1
G20123,20123,2,0,96.395,0
G20125,20125,13,13,7.33615384615385,1
G20127,20127,2,0,60.755,0
G20129,20129,1,0,71.25,0
G20131,20131,3,0,54.8666666666667,0
G20133,20133,5,4,8.436,0.8
G20135,20135,2,0,81.195,0
G20137,20137,1,0,74.94,0
G20139,20139,5,0,40.918,0
G20141,20141,1,0,101.32,0
G20143,20143,2,0,39.28,0
G20145,20145,2,2,14.58,1
G20147,20147,3,0,94.9333333333333,0
G20149,20149,4,2,36.91,0.5
G20151,20151,3,0,58.8266666666667,0
G20153,20153,1,0,87.95,0
G20155,20155,17,14,13.9005882352941,0.82
G20157,20157,3,NA,NA,NA
G20159,20159,3,0,48.26,0
G20161,20161,14,13,10.4164285714286,0.93
G20163,20163,2,0,46.94,0
G20165,20165,2,0,43.41,0
G20167,20167,2,0,49.625,0
G20169,20169,12,12,8.01,1
G20171,20171,1,0,56.95,0
G20173,20173,124,122,7.72298387096774,0.98
G20175,20175,5,4,10.998,0.8
G20177,20177,43,43,8.83883720930233,1
G20179,20179,2,2,0,1
G20181,20181,2,0,86.455,0
G20183,20183,2,NA,NA,NA
G20185,20185,2,1,17.935,0.5
G20187,20187,1,0,30.66,0
G20189,20189,2,0,49.545,0
G20191,20191,6,0,38.11,0
G20193,20193,2,0,48.49,0
G20195,20195,1,0,43.02,0
G20197,20197,2,0,45.505,0
G20199,20199,1,0,112.44,0
G20201,20201,2,0,82.24,0
G20203,20203,1,0,87.87,0
G20205,20205,4,2,31.8425,0.5
G20207,20207,2,2,27.855,1
G20209,20209,70,70,7.26485714285714,1
G21001,21001,7,7,12.8271428571429,1
G21003,21003,6,3,31.9033333333333,0.5
G21005,21005,5,5,7.808,1
G21007,21007,3,3,9.68333333333333,1
G21009,21009,10,10,3.478,1
G21011,21011,3,3,13.14,1
G21013,21013,9,9,2.16666666666667,1
G21015,21015,22,21,12.8572727272727,0.95
G21017,21017,6,5,22.8166666666667,0.83
G21019,21019,13,13,12.0684615384615,1
G21021,21021,7,7,5.91428571428571,1
G21023,21023,3,3,13.26,1
G21025,21025,7,5,22.71,0.71
G21027,21027,6,0,45.8033333333333,0
G21029,21029,18,17,23.0861111111111,0.94
G21031,21031,5,0,42.404,0
G21033,21033,3,3,8.26333333333333,1
G21035,21035,9,9,10.13,1
G21037,21037,25,24,9.882,0.96
G21039,21039,3,3,10.7366666666667,1
G21041,21041,3,3,11.7366666666667,1
G21043,21043,7,6,16.4457142857143,0.86
G21045,21045,5,5,8.196,1
G21047,21047,19,19,10.9726315789474,1
G21049,21049,10,10,10.279,1
G21051,21051,6,6,4.98833333333333,1
G21053,21053,3,3,2.81333333333333,1
G21055,21055,4,2,30.3075,0.5
G21057,21057,2,2,9.49,1
G21059,21059,23,23,10.025652173913,1
G21061,21061,4,4,11.25,1
G21063,21063,2,0,38.74,0
G21065,21065,4,4,12.8775,1
G21067,21067,82,82,5.48548780487805,1
G21069,21069,4,4,13.9275,1
G21071,21071,10,10,12.46,1
G21073,21073,11,11,6.35090909090909,1
G21075,21075,2,0,30.665,0
G21077,21077,2,2,12.26,1
G21079,21079,4,4,5.235,1
G21081,21081,4,3,18.6375,0.75
G21083,21083,9,9,13.9433333333333,1
G21085,21085,7,0,40.0842857142857,0
G21087,21087,4,4,13.995,1
G21089,21089,9,8,13.3544444444444,0.89
G21091,21091,3,1,33.36,0.33
G21093,21093,22,22,3.99863636363636,1
G21095,21095,11,11,4.20727272727273,1
G21097,21097,5,5,11.898,1
G21099,21099,5,5,14.122,1
G21101,21101,11,11,8.35545454545455,1
G21103,21103,5,5,13.56,1
G21105,21105,1,1,26.9,1
G21107,21107,12,11,18.055,0.92
G21109,21109,3,3,14.8933333333333,1
G21111,21111,191,191,10.0124083769634,1
G21113,21113,9,9,6.02333333333333,1
G21115,21115,6,6,13.5866666666667,1
G21117,21117,41,41,5.96878048780488,1
G21119,21119,5,4,20.07,0.8
G21121,21121,8,8,3.00625,1
G21123,21123,4,4,9.9475,1
G21125,21125,13,13,14.2423076923077,1
G21127,21127,5,4,20.382,0.8
G21129,21129,3,3,10.2533333333333,1
G21131,21131,3,3,0,1
G21133,21133,7,7,2.41285714285714,1
G21135,21135,4,3,12.3725,0.75
G21137,21137,6,6,1.35,1
G21139,21139,2,1,29.68,0.5
G21141,21141,6,6,14.0716666666667,1
G21143,21143,3,1,31.1,0.33
G21145,21145,17,17,7.71882352941176,1
G21147,21147,4,3,7.695,0.75
G21149,21149,3,3,16.0066666666667,1
G21151,21151,19,19,7.86368421052632,1
G21153,21153,4,2,23.77,0.5
G21155,21155,6,6,6.085,1
G21157,21157,6,4,27.2866666666667,0.67
G21159,21159,3,2,16.5633333333333,0.67
G21161,21161,5,5,12.416,1
G21163,21163,8,7,19.23375,0.88
G21165,21165,2,0,41.72,0
G21167,21167,5,5,17.028,1
G21169,21169,3,2,24.97,0.67
G21171,21171,4,4,8.6275,1
G21173,21173,6,6,2.16,1
G21175,21175,5,5,17.41,1
G21177,21177,9,8,15.0855555555556,0.89
G21179,21179,9,9,13.2788888888889,1
G21181,21181,2,2,8.355,1
G21183,21183,7,3,34.9428571428571,0.43
G21185,21185,14,10,29.51,0.71
G21187,21187,3,3,17.08,1
G21189,21189,2,2,8.225,1
G21191,21191,3,1,35.6033333333333,0.33
G21193,21193,8,8,7.0425,1
G21195,21195,19,17,16.8163157894737,0.89
G21197,21197,2,2,0,1
G21199,21199,14,14,11.8235714285714,1
G21201,21201,1,0,31.29,0
G21203,21203,4,4,12.9775,1
G21205,21205,4,1,33.4575,0.25
G21207,21207,5,5,3.386,1
G21209,21209,14,12,23.125,0.86
G21211,21211,9,9,11.8322222222222,1
G21213,21213,4,0,34.9075,0
G21215,21215,4,4,10.3475,1
G21217,21217,5,5,18.742,1
G21219,21219,4,3,19.2475,0.75
G21221,21221,5,1,35.918,0.2
G21223,21223,2,1,29.685,0.5
G21225,21225,4,4,10.135,1
G21227,21227,24,23,14.47375,0.96
G21229,21229,3,3,7.20333333333333,1
G21231,21231,5,5,10.316,1
G21233,21233,4,3,13.3525,0.75
G21235,21235,8,7,8.44125,0.88
G21237,21237,2,2,5.58,1
G21239,21239,8,8,11.09875,1
G22001,22001,12,10,17.3341666666667,0.83
G22003,22003,5,4,12.624,0.8
G22005,22005,14,13,22.2821428571429,0.93
G22007,22007,6,6,17.1416666666667,1
G22009,22009,9,8,17.2,0.89
G22011,22011,7,2,29.8671428571429,0.29
G22013,22013,5,4,21.708,0.8
G22015,22015,22,20,13.8272727272727,0.91
G22017,22017,64,64,7.7590625,1
G22019,22019,44,41,15.0113636363636,0.93
G22021,22021,3,0,45.6166666666667,0
G22023,22023,3,0,60.5666666666667,0
G22025,22025,3,3,3.79333333333333,1
G22027,22027,5,3,24.076,0.6
G22029,22029,5,4,13.272,0.8
G22031,22031,7,6,12.8128571428571,0.86
G22033,22033,92,92,6.89239130434783,1
G22035,22035,3,0,35.9066666666667,0
G22037,22037,5,5,10.556,1
G22039,22039,8,6,16.9175,0.75
G22041,22041,6,5,21.03,0.83
G22043,22043,5,5,3.802,1
G22045,22045,16,15,11.4925,0.94
G22047,22047,7,7,2.78142857142857,1
G22049,22049,5,4,15.844,0.8
G22051,22051,127,126,4.63732283464567,0.99
G22053,22053,7,4,30.5642857142857,0.57
G22055,22055,43,43,10.1844186046512,1
G22057,22057,24,22,17.0020833333333,0.92
G22059,22059,3,0,43.6633333333333,0
G22061,22061,10,10,7.828,1
G22063,22063,17,15,11.2694117647059,0.88
G22065,22065,5,5,9.728,1
G22067,22067,8,8,6.77,1
G22069,22069,9,8,13.7533333333333,0.89
G22071,22071,177,177,2.67734463276836,1
G22073,22073,40,39,8.3185,0.98
G22075,22075,9,5,26.6622222222222,0.56
G22077,22077,6,6,3.86166666666667,1
G22079,22079,33,31,8.39666666666667,0.94
G22081,22081,2,0,41.11,0
G22083,22083,6,5,16.8366666666667,0.83
G22085,22085,7,4,22.5828571428571,0.57
G22087,22087,18,17,8.92888888888889,0.94
G22089,22089,13,13,8.03384615384615,1
G22091,22091,2,2,0,1
G22093,22093,7,6,16.2914285714286,0.86
G22095,22095,11,11,7.27636363636364,1
G22097,22097,19,18,14.1642105263158,0.95
G22099,22099,11,10,16.13,0.91
G22101,22101,17,16,9.24529411764706,0.94
G22103,22103,43,42,12.4409302325581,0.98
G22105,22105,20,20,6.1415,1
G22107,22107,3,1,25.7,0.33
G22109,22109,22,19,12.7822727272727,0.86
G22111,22111,6,5,13.6116666666667,0.83
G22113,22113,13,10,19.7569230769231,0.77
G22115,22115,12,10,17.7916666666667,0.83
G22117,22117,11,8,19.2327272727273,0.73
G22119,22119,11,8,18.5727272727273,0.73
G22121,22121,5,5,4.372,1
G22123,22123,3,1,31.4266666666667,0.33
G22125,22125,3,1,41.3466666666667,0.33
G22127,22127,4,4,10.485,1
G23001,23001,28,28,5.05428571428571,1
G23003,23003,24,22,8.32291666666667,0.92
G23005,23005,67,58,14.0392537313433,0.87
G23007,23007,9,6,20.0088888888889,0.67
G23009,23009,18,8,30.455,0.44
G23011,23011,31,31,15.7003225806452,1
G23013,23013,11,2,34.6227272727273,0.18
G23015,23015,10,2,37.781,0.2
G23017,23017,17,10,29.8582352941176,0.59
G23019,23019,46,42,10.529347826087,0.91
G23021,23021,8,4,34.01375,0.5
G23023,23023,9,4,34.2222222222222,0.44
G23025,23025,17,14,20.6205882352941,0.82
G23027,23027,8,8,16.7975,1
G23029,23029,14,12,10.3678571428571,0.86
G23031,23031,41,38,15.3856097560976,0.93
G24001,24001,23,22,10.7686956521739,0.96
G24003,24003,105,104,14.7526666666667,0.99
G24005,24005,214,207,12.2744392523364,0.97
G24009,24009,19,3,36.6231578947368,0.16
G24011,24011,9,9,2.36222222222222,1
G24013,24013,38,20,29.8047368421053,0.53
G24015,24015,19,19,10.2642105263158,1
G24017,24017,31,29,17.4477419354839,0.94
G24019,24019,10,7,15.628,0.7
G24021,24021,61,61,14.9555737704918,1
G24023,24023,7,6,15.87,0.86
G24025,24025,57,53,14.9154385964912,0.93
G24027,24027,55,54,11.2009090909091,0.98
G24029,24029,6,6,16.72,1
G24031,24031,215,215,7.17813953488372,1
G24033,24033,218,218,9.29770642201835,1
G24035,24035,14,9,26.67,0.64
G24037,24037,18,15,23.7822222222222,0.83
G24039,24039,8,4,23.2375,0.5
G24041,24041,11,10,9.14454545454545,0.91
G24043,24043,32,32,10.0790625,1
G24045,24045,19,19,8.87,1
G24047,24047,17,16,16.1011764705882,0.94
G24510,24510,200,200,3.6959,1
G25001,25001,57,56,8.94649122807018,0.98
G25003,25003,39,38,9.94820512820513,0.97
G25005,25005,126,126,8.11714285714286,1
G25007,25007,5,0,66.488,0
G25009,25009,163,163,6.14233128834356,1
G25011,25011,18,16,11.7138888888889,0.89
G25013,25013,103,103,6.32621359223301,1
G25015,25015,36,35,9.55416666666667,0.97
G25017,25017,318,318,8.89430817610063,1
G25019,25019,6,0,146.7,0
G25021,25021,130,130,11.792,1
G25023,25023,101,100,13.1872277227723,0.99
G25025,25025,204,204,2.74686274509804,1
G25027,25027,172,171,9.2821511627907,0.99
G26001,26001,6,3,22.715,0.5
G26003,26003,4,0,79.8475,0
G26005,26005,25,18,22.178,0.72
G26007,26007,10,9,5.632,0.9
G26009,26009,8,8,19.87625,1
G26011,26011,7,3,25.4228571428571,0.43
G26013,26013,3,0,66,0
G26015,26015,11,8,23.5845454545455,0.73
G26017,26017,27,26,9.17925925925926,0.96
G26019,26019,6,6,17.1616666666667,1
G26021,26021,49,47,12.3122448979592,0.96
G26023,26023,12,1,37.585,0.08
G26025,26025,39,36,9.49692307692308,0.92
G26027,26027,11,10,17.8490909090909,0.91
G26029,26029,14,9,42.9142857142857,0.64
G26031,26031,9,8,19.8866666666667,0.89
G26033,26033,16,2,43.610625,0.12
G26035,26035,11,1,40.0609090909091,0.09
G26037,26037,22,18,21.1668181818182,0.82
G26039,26039,5,4,28.042,0.8
G26041,26041,13,0,79.5369230769231,0
G26043,26043,7,0,75.4271428571429,0
G26045,26045,28,25,15.66,0.89
G26047,26047,9,8,8.74666666666667,0.89
G26049,26049,131,128,11.6812213740458,0.98
G26051,26051,9,4,30.2533333333333,0.44
G26053,26053,8,5,26.15875,0.62
G26055,26055,17,15,17.4605882352941,0.88
G26057,26057,10,10,7.224,1
G26059,26059,12,4,33.5308333333333,0.33
G26061,26061,12,9,13.0225,0.75
G26063,26063,13,7,26.8246153846154,0.54
G26065,26065,81,78,8.15061728395062,0.96
G26067,26067,13,8,26.1015384615385,0.62
G26069,26069,10,7,19.26,0.7
G26071,26071,5,3,21.586,0.6
G26073,26073,15,13,14.504,0.87
G26075,26075,38,36,10.2752631578947,0.95
G26077,26077,57,55,11.7636842105263,0.96
G26079,26079,5,0,42.942,0
G26081,26081,128,128,8.471640625,1
G26083,26083,3,1,44.3166666666667,0.33
G26085,26085,4,2,21.1125,0.5
G26087,26087,24,19,19.49125,0.79
G26089,26089,7,4,30.7328571428571,0.57
G26091,26091,23,22,14.9886956521739,0.96
G26093,26093,61,21,34.3385245901639,0.34
G26095,26095,4,0,108.435,0
G26097,26097,6,0,60.565,0
G26099,26099,217,215,11.5923963133641,0.99
G26101,26101,10,6,18.392,0.6
G26103,26103,25,22,16.2384,0.88
G26105,26105,9,8,14.7422222222222,0.89
G26107,26107,11,7,22.6027272727273,0.64
G26109,26109,8,5,26.63625,0.62
G26111,26111,19,16,15.8568421052632,0.84
G26113,26113,4,2,23.895,0.5
G26115,26115,39,39,8.7851282051282,1
G26117,26117,13,7,27.0961538461538,0.54
G26119,26119,5,5,4.438,1
G26121,26121,43,41,9.33837209302326,0.95
G26123,26123,11,10,16.1954545454545,0.91
G26125,26125,338,328,11.98,0.97
G26127,26127,8,6,27.19125,0.75
G26129,26129,7,7,12.1085714285714,1
G26131,26131,4,2,30.4875,0.5
G26133,26133,6,3,30.9933333333333,0.5
G26135,26135,5,5,15.54,1
G26137,26137,6,5,13.6,0.83
G26139,26139,54,54,14.9751851851852,1
G26141,26141,7,4,17.7957142857143,0.57
G26143,26143,10,10,16.615,1
G26145,26145,56,54,9.17607142857143,0.96
G26147,26147,50,45,16.3058,0.9
G26149,26149,17,14,23.1335294117647,0.82
G26151,26151,13,1,49.5161538461538,0.08
G26153,26153,4,0,123.0675,0
G26155,26155,17,14,17.3164705882353,0.82
G26157,26157,14,6,32.2135714285714,0.43
G26159,26159,16,12,24.35,0.75
G26161,26161,100,97,9.4986,0.97
G26163,26163,611,610,6.85392798690671,1
G26165,26165,8,6,17.2825,0.75
G27001,27001,6,0,93.3366666666667,0
G27003,27003,83,78,13.3532530120482,0.94
G27005,27005,10,0,75.724,0
G27007,27007,10,0,129.18,0
G27009,27009,9,0,78.3866666666667,0
G27011,27011,3,0,139.51,0
G27013,27013,16,15,12.266875,0.94
G27015,27015,8,0,54.375,0
G27017,27017,7,4,26.7685714285714,0.57
G27019,27019,19,11,32.6057894736842,0.58
G27021,27021,10,NA,NA,NA
G27023,27023,4,0,51.63,0
G27025,27025,10,0,47.455,0
G27027,27027,13,11,12.3015384615385,0.85
G27029,27029,3,0,164.316666666667,0
G27031,27031,3,3,2.69333333333333,1
G27033,27033,4,3,20.89,0.75
G27035,27035,16,0,153.88625,0
G27037,27037,95,84,19.4122105263158,0.88
G27039,27039,5,1,35.794,0.2
G27041,27041,9,NA,NA,NA
G27043,27043,6,0,59.6766666666667,0
G27045,27045,6,0,58.295,0
G27047,27047,10,0,59.163,0
G27049,27049,10,1,52.246,0.1
G27051,27051,2,0,107.83,0
G27053,27053,299,293,9.85070234113712,0.98
G27055,27055,5,2,30.724,0.4
G27057,27057,7,0,177.025714285714,0
G27059,27059,8,0,47.37625,0
G27061,27061,11,1,75.0190909090909,0.09
G27063,27063,4,2,30.955,0.5
G27065,27065,4,0,79.155,0
G27067,27067,12,10,15.5591666666667,0.83
G27069,27069,2,0,75.57,0
G27071,27071,4,1,77.645,0.25
G27073,27073,3,0,97.75,0
G27075,27075,4,0,67.8925,0
G27077,27077,2,0,180.815,0
G27079,27079,6,3,30.9566666666667,0.5
G27081,27081,2,0,76.84,0
G27083,27083,7,0,63.5114285714286,0
G27085,27085,7,0,63.9128571428571,0
G27087,27087,2,0,124.005,0
G27089,27089,4,0,98.9275,0
G27091,27091,6,0,70.475,0
G27093,27093,6,0,47.4716666666667,0
G27095,27095,7,0,75.5157142857143,0
G27097,27097,8,NA,NA,NA
G27099,27099,11,0,52.8790909090909,0
G27101,27101,3,3,16.74,1
G27103,27103,7,5,23.0628571428571,0.71
G27105,27105,6,6,11.1733333333333,1
G27107,27107,3,0,74.3766666666667,0
G27109,27109,33,33,11.0036363636364,1
G27111,27111,17,NA,NA,NA
G27113,27113,5,0,78.13,0
G27115,27115,8,0,69.2825,0
G27117,27117,5,0,60.132,0
G27119,27119,10,3,40.431,0.3
G27121,27121,4,0,75.85,0
G27123,27123,137,137,5.74525547445255,1
G27125,27125,2,0,80.02,0
G27127,27127,6,0,71.055,0
G27129,27129,6,0,54.3233333333333,0
G27131,27131,13,0,52.3315384615385,0
G27133,27133,3,0,41.59,0
G27135,27135,5,0,200.53,0
G27137,27137,67,42,28.4444776119403,0.63
G27139,27139,21,21,20.002380952381,1
G27141,27141,11,2,45.8036363636364,0.18
G27143,27143,4,0,55.7125,0
G27145,27145,29,0,72.2210344827586,0
G27147,27147,8,0,58.81875,0
G27149,27149,3,0,94.3233333333333,0
G27151,27151,4,0,57.415,0
G27153,27153,8,NA,NA,NA
G27155,27155,2,0,134.76,0
G27157,27157,6,0,44.3433333333333,0
G27159,27159,3,NA,NA,NA
G27161,27161,5,1,37.552,0.2
G27163,27163,50,47,17.9084,0.94
G27165,27165,3,0,43.4633333333333,0
G27167,27167,2,0,72.405,0
G27169,27169,10,0,42.87,0
