origin,count within 60,count within 30,minutes
1013,1,1,0.0
1020,1,0,43.59
1040,2,2,0.0
1060,2,2,0.0
1062,2,0,56.2
1063,2,2,7.56
1085,1,1,0.0
1086,1,0,54.54
1089,1,0,58.97
1103,3,2,12.72
1104,2,0,38.77
1105,3,1,0.0
1107,2,1,0.0
1108,2,1,0.0
1109,2,0,39.84
1118,2,0,35.08
1199,2,1,4.98
1201,1,1,0.0
1247,1,1,0.0
1301,1,1,0.0
1420,1,1,0.0
1453,1,1,0.0
1473,3,3,0.0
1504,1,0,58.04
1527,1,1,0.0
1550,1,1,0.0
1581,3,3,0.0
1602,3,0,37.01
1603,3,2,0.0
1605,2,1,0.0
1606,1,0,43.21
1607,2,0,58.07
1608,4,0,34.34
1609,4,1,0.0
1610,3,0,33.8
1611,2,0,47.98
1702,1,1,0.0
1747,1,0,41.89
1757,1,1,0.0
1801,1,1,0.0
1830,1,1,0.0
1832,1,0,50.31
1835,1,0,49.62
1840,1,1,9.71
1841,1,1,0.0
1843,1,0,33.11
1844,1,0,32.7
1850,1,0,51.5
1851,1,1,0.0
1852,1,0,41.28
1854,1,0,37.38
1876,2,2,0.0
1890,1,0,55.33
1901,1,0,30.42
1902,1,0,37.33
1904,1,0,39.62
1905,2,1,0.0
1906,2,1,0.0
1923,4,4,0.0
1930,1,1,0.0
1937,4,0,55.69
1960,1,1,0.0
2072,1,1,0.0
2108,5,4,8.33
2109,4,1,16.67
2110,4,1,18.07
2111,5,4,18.09
2113,4,1,15.1
2114,4,1,0.0
2115,6,3,24.57
2116,6,4,16.22
2118,6,4,0.0
2119,5,4,0.0
2120,6,4,22.8
2121,4,1,24.86
2122,1,0,50.72
2124,1,0,55.32
2125,4,0,31.9
2127,5,0,37.46
2128,2,0,37.4
2129,1,1,29.42
2130,5,0,35.02
2134,2,2,19.36
2135,2,1,0.0
2138,2,0,30.8
2139,7,0,40.37
2140,2,1,0.0
2141,5,1,29.53
2142,5,1,19.93
2143,2,0,34.08
2144,1,1,15.52
2145,2,0,48.49
2149,1,0,35.06
2150,1,1,0.0
2151,1,0,49.04
2155,1,0,48.03
2163,4,0,44.02
2169,1,1,0.0
2170,1,0,34.58
2171,1,0,59.17
2184,2,0,54.4
2188,3,1,0.0
2189,1,0,38.73
2190,3,2,0.0
2191,1,0,59.21
2199,6,3,17.81
2203,4,1,11.81
2210,4,0,36.19
2215,7,1,21.52
2301,1,1,0.0
2302,1,0,37.22
2445,3,1,19.0
2446,6,1,0.0
2451,1,1,0.0
2452,1,0,36.24
2453,1,0,41.86
2458,2,0,43.29
2467,1,0,48.1
2472,2,1,27.86
2474,2,0,44.25
2476,1,0,44.38
2478,2,1,0.0
2532,1,1,0.0
2664,1,1,0.0
2670,1,0,38.43
2673,1,0,50.51
2675,1,0,55.13
2719,3,0,55.16
2720,3,2,0.0
2721,4,2,0.0
2723,4,0,34.25
2724,2,2,0.0
2725,2,0,57.28
2740,3,3,0.0
2744,3,0,43.65
2746,3,0,41.73
2780,2,2,0.0
2822,1,1,0.0
2840,2,1,0.0
2841,2,0,40.05
2842,2,1,0.0
2860,3,3,0.0
2861,6,0,42.86
2863,3,3,27.84
2879,1,1,0.0
2886,1,1,0.0
2888,1,0,57.33
2891,1,1,0.0
2895,1,1,0.0
2903,6,0,34.65
2904,2,0,34.07
2905,3,1,0.0
2906,6,0,46.88
2907,5,1,0.0
2908,4,2,0.0
2909,5,2,0.0
2910,3,1,0.0
2911,2,0,46.96
2912,7,0,43.74
2914,1,1,0.0
2916,1,0,43.56
2919,2,0,56.54
2920,1,0,37.03
3051,1,1,0.0
3101,2,1,0.0
3102,1,0,30.67
3103,2,1,0.0
3104,2,0,33.71
3109,1,0,52.51
3235,1,1,0.0
3301,1,1,0.0
3446,1,1,0.0
3784,1,1,0.0
4092,1,1,0.0
4101,1,0,56.78
4106,1,1,0.0
4401,3,3,0.0
4841,1,1,0.0
4901,1,1,0.0
5033,1,1,0.0
5301,1,1,0.0
5401,1,0,59.3
5403,1,1,0.0
5405,1,0,43.84
5478,1,1,0.0
5641,1,1,0.0
5701,1,1,0.0
5819,1,1,0.0
5855,1,1,0.0
6010,1,1,0.0
6040,1,1,0.0
6042,1,0,47.07
6051,1,1,0.0
6052,1,0,35.98
6053,1,0,41.51
6082,1,1,0.0
6103,4,2,28.83
6105,4,0,30.68
6106,1,1,0.0
6110,1,0,52.41
6112,3,1,0.0
6114,1,0,30.13
6119,1,0,43.25
6120,3,2,0.0
6160,4,1,26.14
6226,1,1,0.0
6260,1,1,0.0
6320,1,1,0.0
6360,1,1,0.0
6379,1,0,46.78
6385,1,0,50.66
6457,2,2,0.0
6473,1,1,0.0
6481,2,0,51.99
6510,7,5,18.41
6511,7,3,0.0
6515,5,2,0.0
6516,4,2,0.0
6519,7,2,0.0
6604,3,0,31.2
6605,1,1,0.0
6606,1,1,0.0
6607,2,0,34.8
6608,3,1,27.43
6610,2,1,0.0
6614,2,0,58.48
6615,2,1,0.0
6702,1,0,31.77
6704,1,0,54.86
6705,3,3,0.0
6706,1,0,56.55
6708,1,1,0.0
6710,1,0,38.02
6790,1,1,0.0
6810,1,1,0.0
6811,1,0,52.16
6825,2,0,43.42
6840,1,1,0.0
6850,1,0,46.91
6853,1,0,57.73
6854,1,1,0.0
6855,1,0,38.32
6856,1,1,29.06
6870,2,0,51.26
6901,2,2,0.0
6902,2,2,8.92
6905,2,0,47.89
6906,2,2,29.5
7011,1,0,32.25
7012,1,0,45.46
7013,1,0,54.69
7014,1,0,43.16
7017,1,1,25.29
7018,2,1,0.0
7023,1,0,53.97
7024,1,0,46.89
7026,1,0,41.53
7029,1,1,25.28
7030,9,0,46.68
7031,1,0,42.79
7032,1,1,0.0
7040,1,0,35.58
7047,2,0,59.99
7050,1,1,27.66
7055,1,1,0.0
