origin,count within 60,count within 30,minutes
1001,4,0,33.08
1002,2,0,52.34
1003,2,0,57.12
1013,6,1,0.0
1020,6,3,15.74
1022,5,0,30.6
1027,4,0,35.67
1028,4,1,23.52
1030,4,0,41.67
1033,3,0,54.23
1035,2,0,34.07
1036,1,0,53.09
1038,2,0,38.21
1039,2,0,46.48
1040,4,2,0.0
1053,2,2,27.94
1056,3,0,55.88
1060,2,2,0.0
1062,2,2,21.01
1063,2,2,3.81
1066,2,0,48.1
1071,1,0,58.76
1073,3,0,47.95
1075,3,2,28.9
1077,1,0,40.59
1085,1,1,0.0
1086,1,1,19.75
1088,2,0,41.61
1089,7,1,24.01
1095,2,0,48.66
1097,1,0,39.29
1103,6,3,5.75
1104,6,4,13.55
1105,4,3,0.0
1106,4,2,21.14
1107,6,3,0.0
1108,5,3,0.0
1109,6,3,13.92
1118,4,2,12.3
1119,4,0,31.36
1128,3,1,26.5
1129,4,0,34.46
1151,4,0,39.45
1199,6,3,2.07
1201,1,1,0.0
1220,1,0,41.27
1224,1,0,37.21
1226,1,0,34.12
1237,1,0,45.34
1240,1,0,50.72
1242,1,0,58.78
1247,1,1,0.0
1254,1,0,58.51
1267,1,0,38.53
1301,1,1,0.0
1337,1,0,51.67
1342,1,0,31.56
1347,1,0,51.65
1349,1,0,47.6
1351,1,0,44.48
1354,1,0,36.76
1370,1,0,59.29
1376,1,1,23.6
1420,5,1,0.0
1430,4,0,51.26
1431,1,0,50.39
1434,1,0,57.73
1438,3,0,47.51
1440,3,0,34.16
1453,2,1,0.0
1462,2,0,35.24
1464,1,0,50.7
1468,3,0,59.87
1473,4,3,0.0
1474,1,0,53.07
1501,5,3,24.33
1503,3,0,59.84
1504,1,1,20.29
1505,2,0,38.08
1507,1,0,41.81
1518,1,0,41.73
1519,4,0,32.01
1520,4,0,34.02
1521,1,0,59.58
1523,1,0,40.66
1524,3,0,31.12
1527,5,1,0.0
1529,1,0,34.8
1532,4,3,29.0
1534,1,0,48.88
1536,8,0,35.56
1537,3,0,44.64
1540,1,0,59.89
1541,3,0,53.77
1542,3,0,36.75
1545,6,0,31.86
1550,1,1,0.0
1560,4,0,33.85
1561,1,0,54.66
1562,2,0,56.73
1564,1,0,49.59
1566,1,1,23.95
1568,4,0,38.99
1569,1,0,58.86
1571,1,0,55.44
1581,3,3,0.0
1583,4,0,34.91
1588,1,0,52.78
1590,1,0,33.65
1602,5,4,13.54
1603,5,3,0.0
1604,5,4,23.91
1605,5,2,0.0
1606,4,2,16.69
1607,5,3,21.15
1608,5,4,12.44
1609,5,4,0.0
1610,5,4,13.09
1611,5,2,16.64
1612,4,0,44.19
1701,1,1,21.9
1702,1,1,0.0
1721,1,1,24.53
1730,2,0,51.87
1741,1,0,54.38
1745,4,0,37.05
1746,2,0,47.21
1747,1,1,14.35
1748,5,0,40.52
1752,3,0,50.94
1756,2,0,30.53
1757,1,1,0.0
1760,1,1,29.27
1770,1,0,34.27
1772,4,0,42.02
1773,2,0,36.08
1776,1,0,55.54
1778,2,0,42.7
1801,4,1,0.0
1803,3,1,21.76
1810,3,0,34.78
1821,4,0,32.16
1824,3,1,26.13
1826,3,1,27.62
1830,1,1,0.0
1832,2,1,17.21
1833,1,0,50.19
1834,1,1,25.53
1835,2,1,16.96
1840,2,1,5.57
1841,1,1,0.0
1843,3,1,12.3
1844,1,1,13.91
1845,2,0,30.84
1850,3,1,18.87
1851,3,1,0.0
1852,3,1,15.31
1854,3,1,13.1
1860,1,0,34.3
1862,3,0,33.45
1863,1,1,21.44
1867,4,0,30.24
1876,3,2,0.0
1879,2,0,40.39
1880,5,1,28.83
1886,1,0,46.23
1887,3,2,29.38
1890,7,1,19.76
1901,4,2,12.54
1902,7,2,13.39
1904,7,2,15.1
1905,4,2,0.0
1906,5,2,0.0
1907,7,1,27.94
1908,2,0,34.72
1915,5,4,29.02
1923,5,5,0.0
1929,1,0,51.29
1930,1,1,0.0
1937,5,4,19.13
1940,4,0,38.48
1944,1,0,47.63
1945,6,0,45.37
1949,5,4,28.32
1960,7,5,0.0
1966,1,0,33.4
1970,7,1,25.43
1982,4,0,44.23
1983,5,0,37.26
1984,5,0,38.58
1985,1,0,44.85
2019,2,0,38.46
2021,2,1,23.73
2026,6,0,50.28
2032,1,0,53.26
2043,4,0,32.37
2053,1,0,42.19
2061,3,0,52.91
2062,1,0,52.36
2067,1,0,30.73
2072,2,1,0.0
2081,1,0,59.99
2108,10,6,6.85
2109,10,4,9.04
2110,10,5,7.88
2111,10,6,10.9
2113,10,5,8.59
2114,10,6,0.0
2115,10,7,11.84
